housing_median_age,total_rooms,median_income,total_bedrooms,Make,population,households,GenderMainOwner,median_house_value,Exposure ,Indicator
14,5636,697,2281,FORD,680,8.4262,Female,459200,1,0
6,9176,1201,3637,FORD,1138,8.3837,Male,473400,1,0
17,2825,365,1052,Unknown,345,8.0595,Female,485000,1,0
26,1921,250,725,FORD,253,7.6933,Male,405900,1,0
23,2552,305,916,MAZDA,316,9.1974,Male,500001,1,0
18,1080,122,382,NISSAN,121,9.08,Male,500001,1,0
7,5389,903,2232,RENAULT,825,6.6659,Male,500001,1,0
45,1797,303,870,VAUXHALL,281,4.5417,Female,434500,1,0
15,5468,676,2221,FORD,675,8.3792,Male,418300,1,0
6,3694,574,1554,HYUNDAI,527,6.8333,Female,348000,1,0
14,2714,361,1259,ROVER,375,7.7738,Male,387500,1,0
16,3574,466,1503,VOLVO,487,8.1988,Male,355900,1,0
20,7754,976,3094,FORD,941,8.19,Male,361600,1,0
14,7174,950,2782,NISSAN,899,8.3065,Male,394200,1,0
19,7357,963,3018,TOYOTA,981,6.9473,Male,361400,1,0
16,3298,451,1542,FORD,423,6.7064,Female,305600,1,0
25,1730,226,721,LANDROVER,243,7.5845,Female,279300,1,0
19,1852,268,866,NISSAN,272,5.6139,Male,279500,1,0
18,3561,560,1753,VAUXHALL,553,5.0292,Male,269400,1,0
17,4393,709,2292,FORD,692,5.6876,Male,246500,1,0
15,4713,769,2519,RENAULT,778,5.6958,Male,253800,1,0
16,1617,306,667,OTHER,264,4.5221,Female,191100,1,0
16,3992,540,2097,Unknown,555,6.7287,Male,299300,1,0
16,4274,715,2240,LANDROVER,704,5.4218,Female,233900,1,0
25,5939,989,3275,FIAT,954,5.6488,Female,234600,1,0
22,5507,841,2785,Unknown,848,6.0889,Female,245200,1,0
18,3574,504,1803,BMW,536,6.7836,Male,274100,1,0
24,7991,1286,4017,DAEWOO,1213,5.4741,Male,238800,1,0
17,6425,1268,3934,FIAT,1238,5.1228,Female,237600,1,0
16,6958,1300,2965,FORD,1217,4.2885,Male,262400,1,0
17,3057,606,2030,RENAULT,602,5.2166,Female,230900,1,0
20,3244,520,1769,VAUXHALL,469,5.9214,Male,224000,1,0
17,3912,737,2693,BMW,746,5.0772,Male,221500,1,0
16,2030,321,1343,FIAT,365,6.3566,Male,279100,1,0
22,2996,695,2169,HYUNDAI,607,4.3438,Female,209700,1,0
26,1394,238,990,ROVER,315,4.8862,Male,195000,1,0
18,3631,947,2357,VAUXHALL,757,2.875,Male,184400,1,0
17,1957,261,863,ALFA ROMEO,269,7.3339,Male,294200,1,0
9,3624,812,1856,FORD,721,4.2083,Female,198400,1,0
17,2795,482,1904,ROVER,506,5.0186,Male,250800,1,0
8,4454,1058,2595,BMW,1027,4.5615,Male,282600,1,0
16,2429,387,1293,FIAT,363,5.5,Female,253200,1,0
14,2855,380,1420,HONDA,383,6.6712,Male,311500,1,0
10,3030,574,1623,MAZDA,589,5.1356,Female,218700,1,0
11,2394,403,1393,ROVER,409,5.5875,Male,259300,1,0
14,3379,683,1465,VOLVO,620,4.0547,Female,236200,1,0
16,1911,327,1158,FIAT,332,5.9359,Male,249500,1,0
20,3398,771,1231,LANDROVER,744,2.0288,Male,350000,1,0
12,2070,587,1216,AUDI,532,4.1926,Male,244500,1,0
7,3609,751,1739,FORD,682,4.5033,Male,213100,1,0
16,2650,600,1969,ROVER,586,3.9461,Male,194300,1,0
17,2332,637,1636,BMW,623,3.1932,Male,123400,1,1
17,1051,172,446,FIAT,173,5.6652,Female,234500,1,0
16,2814,485,1305,NISSAN,465,5.5121,Female,224100,1,0
24,2383,343,1146,SKODA,341,5.6223,Male,265700,1,0
16,1982,280,1030,VOLVO,297,6.4339,Male,289200,1,0
16,2312,303,1158,FORD,295,7.4323,Male,311800,1,0
16,1816,241,793,JAGUAR,234,6.8194,Male,291200,1,0
5,1808,340,825,PEUGEOT,339,5.0509,Female,184800,1,0
15,3243,551,1752,CITROEN,551,5.5849,Male,257400,1,0
17,2363,473,1369,PEUGEOT,442,4.8355,Female,141600,1,1
4,2498,775,1213,VAUXHALL,631,3.7844,Female,183900,1,0
20,3773,624,1965,FORD,607,5.4939,Male,241200,1,0
23,2543,388,1297,MAZDA,385,5.9164,Male,237400,1,0
21,3250,610,1978,FORD,568,4.5,Male,234400,1,0
20,3671,567,1944,FORD,589,6.0538,Male,241000,1,0
24,3344,531,1768,FORD,541,5.8305,Female,245600,1,0
25,4021,634,2178,BMW,650,5.1663,Male,241200,1,0
5,1975,520,861,FORD,440,4.4565,Female,159000,1,1
25,4096,623,2128,JAGUAR,618,6.2957,Male,251800,1,0
23,4487,584,2024,ROVER,580,7.5218,Male,291500,1,0
25,2349,394,1266,FIAT,383,4.9688,Male,233100,1,0
16,1674,281,850,RENAULT,254,5.3157,Female,253300,1,0
19,2635,427,1497,VOLVO,410,6.3178,Male,248000,1,0
24,2413,369,1237,Unknown,381,6.4328,Male,257200,1,0
17,2319,324,1076,FORD,338,6.4664,Male,278300,1,0
17,2123,341,1067,ROVER,339,6.0062,Female,262700,1,0
18,2127,387,1547,ALFA ROMEO,402,5.0958,Male,217100,1,0
18,1747,317,1055,JAGUAR,285,5.898,Male,229100,1,0
16,2240,300,1221,VAUXHALL,305,6.0198,Male,289600,1,0
17,2281,359,1226,FORD,394,5.4193,Male,259500,1,0
18,3179,526,1663,ROVER,507,5.9225,Male,265800,1,0
18,2581,358,1284,FORD,377,6.7385,Female,272400,1,0
10,3301,593,2190,SAAB,575,6.223,Male,260700,1,0
16,1868,285,995,Unknown,284,5.9053,Female,260500,1,0
17,250,52,141,BMW,51,4.6458,Male,500001,1,0
12,10236,1878,5674,HYUNDAI,1816,4.747,Female,261100,1,0
15,531,154,469,ROVER,155,4.65,Male,385700,1,0
11,1290,197,881,ROVER,191,4.2039,Male,500001,1,0
21,1062,179,631,FIAT,185,4.7386,Male,394100,1,0
18,3167,478,1414,Unknown,482,6.8773,Male,467700,1,0
19,3754,588,1692,DAEWOO,550,6.7644,Male,412600,1,0
16,5498,729,2051,HYUNDAI,694,7.8601,Male,416300,1,0
14,9483,1361,4108,ROVER,1281,7.5,Male,344500,1,0
13,4780,798,2795,CITROEN,764,6.1684,Female,288100,1,0
14,5487,1024,2823,RENAULT,979,4.175,Female,229800,1,0
17,1830,398,1110,PROTON,388,2.4821,Male,248200,1,0
12,4077,590,1618,MAZDA,540,5.2951,Male,386200,1,0
20,4477,924,2656,FIAT,871,3.8788,Female,226900,1,0
14,4721,999,2648,MG,888,3.6895,Female,239300,1,0
19,3785,611,2198,VOLVO,610,5.1514,Male,436700,1,0
14,6006,914,2915,FORD,898,5.9356,Female,321700,1,0
14,5034,797,2124,LANDROVER,790,4.9028,Male,335000,1,0
19,3269,483,1383,VOLVO,452,5.6205,Female,300800,1,0
17,6725,1051,3439,JAGUAR,1027,6.4313,Male,393100,1,0
21,5322,908,3011,ROVER,895,5.5936,Male,386800,1,0
24,1511,318,1052,HYUNDAI,292,3.625,Female,350000,1,0
37,1593,303,1030,FIAT,287,3.9306,Male,260700,1,0
44,3192,565,1439,VOLVO,568,4.3693,Male,234000,1,0
18,7241,1225,4168,MAZDA,1138,4.5714,Male,260300,1,0
14,5231,817,2634,RENAULT,799,4.9702,Male,279800,1,0
15,2873,547,1582,FORD,567,5.1519,Female,264700,1,0
16,865,123,403,OTHER,130,5.7396,Female,308700,1,0
16,6637,1171,3575,LANDROVER,1162,4.3227,Male,251500,1,0
5,6529,1010,3071,PEUGEOT,977,5.6754,Female,298500,1,0
16,3120,685,2383,VOLVO,681,3.5551,Male,198600,1,0
27,2303,471,1447,FORD,467,3.2019,Female,203600,1,0
14,6355,1279,3704,FORD,1224,4.4233,Male,228600,1,0
17,2889,624,2681,LANDROVER,608,2.9417,Female,178000,1,1
44,1448,393,1066,NISSAN,357,2.0625,Female,170300,1,1
20,3976,953,3866,VAUXHALL,950,2.5387,Male,160100,1,1
27,2361,449,1782,FORD,397,3.2614,Male,305000,1,0
19,2372,394,1142,FORD,365,4.0238,Female,374600,1,0
34,440,90,217,PEUGEOT,93,5.2327,Male,500001,1,0
39,759,141,252,VAUXHALL,106,3.6964,Male,262500,1,0
52,220,32,55,FIAT,26,15.0001,Female,131300,1,1
25,474,92,300,MAZDA,104,3.8062,Male,340900,1,0
10,212,38,78,ROVER,21,6.0622,Female,390000,1,0
26,50,5,17,VAUXHALL,4,15.0001,Female,400000,1,0
37,74,19,63,AUDI,17,9.5908,Female,350000,1,0
16,32,4,36,FORD,5,2.625,Female,137500,1,1
29,227,45,112,HONDA,41,6.4469,Female,271400,1,0
28,1321,240,652,MG,239,4.9808,Male,263100,1,0
29,3119,507,1476,ROVER,487,5.8123,Male,281500,1,0
40,1104,224,669,SUZUKI,215,4.3409,Female,256300,1,0
43,1636,324,792,VOLVO,325,3.5562,Female,239200,1,0
41,2548,508,1290,FORD,488,3.6902,Female,233000,1,0
47,1250,249,607,PROTON,234,4.0417,Male,265300,1,0
30,2156,487,1023,TOYOTA,458,2.7875,Female,245000,1,0
21,1484,394,984,FORD,380,2.1734,Female,187500,1,0
44,1153,238,657,VOLKSWAGEN,219,3.2368,Male,212500,1,0
35,2155,355,866,FIAT,335,5.6188,Male,404700,1,0
33,797,125,385,HONDA,133,6.7974,Male,367600,1,0
30,2695,424,1098,ROVER,420,5.3972,Female,362300,1,0
14,1547,374,4731,VAUXHALL,348,2.4732,Male,131300,1,1
20,2428,473,1145,FORD,454,3.6797,Female,263800,1,0
16,3363,611,1603,FORD,556,4.2542,Male,294100,1,0
15,3385,669,1571,HONDA,615,4.2254,Male,320900,1,0
51,1076,206,495,RENAULT,201,2.9286,Male,258300,1,0
45,1302,245,621,VAUXHALL,258,5.1806,Male,266400,1,0
52,1901,335,955,VAUXHALL,301,3.8259,Female,253100,1,0
49,792,136,331,FORD,137,5.2128,Male,238600,1,0
44,1294,269,645,SUZUKI,259,3.2437,Male,223900,1,0
37,2817,716,1341,VAUXHALL,662,2.1553,Female,255400,1,0
47,2403,517,1144,BMW,455,2.5954,Male,229400,1,0
35,1053,263,552,FORD,237,2.7125,Female,217500,1,0
21,607,155,226,HYUNDAI,136,1.9063,Female,166700,1,1
29,2568,747,1743,NISSAN,659,1.9286,Male,195300,1,0
43,2162,509,1208,SUZUKI,464,2.5417,Male,260900,1,0
52,920,202,525,FORD,264,2.9444,Male,232800,1,0
35,1605,392,743,NISSAN,382,2.5368,Female,240000,1,0
20,2502,454,981,VAUXHALL,399,4.3,Female,275000,1,0
27,2820,730,1511,FIAT,745,2.589,Female,242400,1,0
30,1029,242,753,PEUGEOT,249,3.1205,Male,240500,1,0
51,1616,374,608,FIAT,302,3.1932,Male,400000,1,0
52,1217,325,508,FORD,237,2.0547,Male,326700,1,0
51,924,232,488,HYUNDAI,228,2.1964,Female,234400,1,0
36,337,69,223,RENAULT,68,3.2404,Male,225000,1,0
52,403,72,200,ROVER,73,1.6923,Male,262500,1,0
40,1193,227,570,VAUXHALL,204,4.4659,Male,237500,1,0
18,2677,785,1391,VOLVO,656,2.5067,Male,232600,1,0
44,594,169,325,FIAT,139,1.1552,Female,250000,1,0
39,2124,661,1365,FORD,606,1.6642,Male,281300,1,0
52,775,305,1054,HONDA,305,2.0172,Male,112500,1,1
40,584,126,316,MAZDA,139,3.5938,Female,243500,1,0
28,1607,421,926,ROVER,385,2.425,Male,216100,1,0
32,1438,306,802,ROVER,293,4.1964,Female,202000,1,0
42,538,107,200,SUZUKI,104,2.1667,Female,196400,1,0
42,1149,264,703,VAUXHALL,232,2.5865,Male,206400,1,0
32,2182,406,1122,VOLVO,370,3.52,Female,284200,1,0
36,1862,364,1080,FORD,364,4.4567,Male,263800,1,0
19,691,191,324,MAZDA,167,3.1312,Female,388500,1,0
30,971,185,644,Unknown,173,4.2045,Male,226500,1,0
52,65,17,24,FORD,10,4.5,Male,258300,1,0
18,2232,440,1091,HYUNDAI,458,3.8269,Male,276000,1,0
27,1987,374,961,VOLVO,343,3.9667,Male,265800,1,0
52,3365,644,796,FORD,333,2.9712,Female,116600,1,1
32,1461,422,1494,ROVER,416,2.8056,Female,173200,1,1
29,1210,281,863,VOLVO,262,3.1062,Male,156000,1,1
17,2648,589,1193,FORD,540,2.4461,Male,151700,1,1
14,3355,695,1350,TOYOTA,697,2.6506,Female,164600,1,1
24,4026,881,2264,ROVER,863,3.1327,Female,218100,1,0
48,1801,353,1071,FIAT,361,3.6,Female,194500,1,0
46,1362,321,1068,MAZDA,305,2.4615,Female,177800,1,1
36,2096,409,1454,RENAULT,394,3.2216,Female,238300,1,0
46,947,257,1120,FIAT,264,3.4125,Male,160700,1,1
52,1211,447,1102,MAZDA,392,1.6875,Male,161400,1,1
23,1276,437,1359,NISSAN,376,1.9609,Male,155000,1,1
42,1368,468,2312,ROVER,484,2.5599,Female,151400,1,1
8,2715,750,2580,VOLVO,718,2.8348,Male,162000,1,1
44,919,309,1321,FORD,301,2.0775,Male,121400,1,1
20,2587,547,1534,LANDROVER,540,2.4375,Male,190400,1,0
24,1943,447,1844,PROTON,461,3.0192,Female,184300,1,0
33,1406,317,1075,VAUXHALL,301,3.2813,Female,190000,1,0
20,2687,637,2154,ALFA ROMEO,610,2.6434,Male,169700,1,1
9,4934,1112,3198,FORD,977,3.5,Male,194800,1,0
19,2512,509,1856,MAZDA,537,3.1815,Female,189100,1,0
19,1515,253,975,RENAULT,266,4.3906,Female,241200,1,0
21,2794,662,2236,TOYOTA,565,2.4053,Female,178400,1,1
18,1063,341,1033,BMW,313,2.0192,Male,171300,1,1
34,2152,430,1516,PEUGEOT,386,3.7863,Female,192200,1,0
29,2377,476,1669,TVR,499,2.8214,Male,190100,1,0
20,1201,282,601,HYUNDAI,234,2.5556,Female,177500,1,1
18,2420,439,1278,SUZUKI,416,5.2101,Male,334000,1,0
18,3337,549,1449,VOLVO,519,5.1412,Male,315800,1,0
27,991,194,543,VOLVO,155,4.7188,Female,350000,1,0
26,1127,199,543,BMW,199,4.9792,Male,240000,1,0
46,695,136,408,FORD,148,3.9408,Male,222600,1,0
32,2637,489,1031,HYUNDAI,410,3.6474,Male,231600,1,0
36,1397,289,661,ROVER,243,4.125,Female,239600,1,0
33,3581,734,1780,TOYOTA,663,4.3429,Male,214300,1,0
35,1541,297,791,VOLVO,277,4.425,Male,204800,1,0
35,6422,1380,2755,AUSTIN,1064,5.0165,Male,202300,1,0
51,2419,485,1078,FORD,435,2.7933,Male,206900,1,0
17,1457,289,591,VAUXHALL,235,5.5785,Male,284100,1,0
32,1602,317,752,VOLVO,275,5.1664,Male,185100,1,0
18,808,136,420,FIAT,145,7.1831,Female,273300,1,0
23,506,96,264,FORD,89,7.1366,Male,273900,1,0
46,1993,404,850,HYUNDAI,327,5.208,Male,206800,1,0
29,3201,640,1722,PEUGEOT,570,4.4597,Male,204100,1,0
39,2854,613,1338,VOLVO,518,3.9423,Female,180300,1,0
15,1969,332,822,Unknown,324,7.8774,Male,394900,1,0
17,4413,672,1674,FORD,608,6.9772,Male,383300,1,0
30,1427,311,686,HYUNDAI,251,4.0781,Male,154500,1,1
36,2066,401,942,ROVER,344,5.2417,Female,196400,1,0
39,1065,248,497,VAUXHALL,208,4.5972,Male,146300,1,1
21,5639,894,2670,ALFA ROMEO,871,6.0809,Male,270000,1,0
41,2422,502,915,LEXUS,366,4.1679,Female,201300,1,0
31,1634,370,939,VOLKSWAGEN,332,3.8625,Female,232300,1,0
34,2800,577,1353,BMW,512,4.1161,Male,220900,1,0
36,4682,899,2143,JAGUAR,832,4.5096,Male,203700,1,0
17,4977,994,1987,SAAB,947,3.8854,Female,312300,1,0
21,4650,733,2014,PROTON,704,5.6233,Female,322000,1,0
20,1005,138,345,CITROEN,129,10.0968,Male,500001,1,0
30,2077,342,816,FIAT,328,5.2078,Male,440500,1,0
20,467,95,229,MAZDA,86,4.8,Male,261500,1,0
35,1818,368,682,ROVER,254,4.8611,Female,240000,1,0
12,2010,422,784,VOLKSWAGEN,407,3.9728,Male,190900,1,0
19,4113,767,2006,FIAT,732,5.1121,Female,308100,1,0
17,4154,739,2149,HYUNDAI,693,5.5919,Female,373400,1,0
21,2387,357,913,OTHER,341,7.736,Male,397700,1,0
20,922,155,361,ROVER,135,6.3617,Female,331500,1,0
20,1918,304,798,VAUXHALL,302,7.5755,Female,402300,1,0
23,1708,287,670,VOLVO,238,6.4517,Male,356600,1,0
36,1522,230,677,CITROEN,206,5.8642,Female,363500,1,0
17,1343,203,511,MAZDA,185,4.625,Male,386400,1,0
14,679,108,306,PEUGEOT,113,6.4214,Male,340600,1,0
16,1321,224,650,ROVER,206,6.3258,Female,390000,1,0
19,2023,392,955,Unknown,328,5.2486,Male,353000,1,0
20,2403,376,1149,FIAT,369,6.0621,Female,304400,1,0
21,5904,956,2616,FORD,916,5.9039,Female,355300,1,0
21,2073,357,1044,MAZDA,351,4.5682,Male,371600,1,0
14,6787,1454,3416,PEUGEOT,1357,3.5943,Male,262400,1,0
25,990,166,522,VOLVO,185,4.8269,Female,272900,1,0
29,2681,632,1652,BMW,620,3.075,Male,215800,1,0
16,1592,369,1039,FIAT,351,3.6364,Female,207000,1,0
25,2113,422,1365,HONDA,439,4.6484,Male,234600,1,0
19,5613,1321,3018,PEUGEOT,1268,3.1914,Female,215600,1,0
21,3349,737,1952,VAUXHALL,718,3.7273,Female,251900,1,0
20,3495,818,2186,ALFA ROMEO,772,3.1167,Female,258300,1,0
15,3044,786,1306,FORD,693,2.1771,Female,213200,1,0
39,2702,646,1136,PEUGEOT,491,2.8941,Female,256700,1,0
42,1275,272,451,VOLKSWAGEN,200,4.7321,Male,422400,1,0
16,875,201,300,MERCEDES,157,2.625,Male,377300,1,0
37,2846,553,939,OTHER,433,4.7468,Female,294400,1,0
24,3665,870,1954,FORD,833,2.8036,Female,228500,1,0
27,4001,999,1808,FORD,945,2.561,Male,234600,1,0
31,3209,723,1489,ROVER,692,3.6619,Female,245100,1,0
16,4907,1117,2265,VOLVO,1048,2.6757,Male,229200,1,0
17,2813,497,1337,FIAT,477,3.7083,Male,252400,1,0
15,2849,668,1546,FORD,582,2.7587,Female,228600,1,0
23,4324,1034,1844,FORD,875,3.0777,Male,263800,1,0
24,3010,562,1360,RENAULT,504,4.2006,Female,290700,1,0
21,3520,831,1486,Unknown,753,3.0905,Female,264300,1,0
34,3745,958,1622,FIAT,802,3.1546,Male,261200,1,0
31,1738,422,746,FORD,355,2.5172,Male,330800,1,0
19,6356,1100,2954,FORD,1070,4.7325,Male,283500,1,0
32,2210,426,1082,PEUGEOT,396,4.1587,Female,315200,1,0
20,3847,727,1725,ROVER,737,3.3447,Female,305200,1,0
23,3209,748,1423,VAUXHALL,666,2.7375,Female,238000,1,0
11,4571,924,2004,VAUXHALL,847,4.2898,Female,221700,1,0
16,8638,1392,3706,VOLVO,1251,5.503,Male,351800,1,0
23,5675,964,2197,FORD,880,4.8693,Female,322300,1,0
16,1957,408,865,LANDROVER,369,2.6875,Female,233300,1,0
21,4117,752,2001,PEUGEOT,763,4.8953,Male,289500,1,0
19,4920,1092,1807,OTHER,922,3.5112,Female,231900,1,0
29,3457,699,1327,VOLKSWAGEN,563,3.6597,Female,252300,1,0
18,4910,817,1971,BMW,773,5.8325,Female,308800,1,0
21,3707,751,1420,FORD,608,4.4485,Female,295200,1,0
18,6355,1100,2304,MAZDA,972,6.0281,Male,321100,1,0
22,7281,1233,1849,VAUXHALL,832,5.3276,Male,335500,1,0
7,3703,679,1375,VOLKSWAGEN,608,4.9219,Male,368400,1,0
29,4921,967,2319,FORD,823,4.9517,Male,307900,1,0
18,2774,492,1283,PROTON,353,5.368,Male,352000,1,0
22,2442,624,1301,VOLKSWAGEN,290,3.1563,Female,300000,1,0
17,1573,272,142,DAEWOO,55,2.1719,Female,420000,1,0
28,2715,451,1154,MAZDA,386,4.8021,Female,290400,1,0
19,4431,705,1764,ROVER,679,4.3321,Male,298600,1,0
16,2599,430,1417,FIAT,445,4.6611,Female,349300,1,0
22,1903,350,760,PROTON,322,2.9559,Male,288400,1,0
21,1416,269,779,BMW,200,3.1987,Male,279800,1,0
18,943,213,544,HONDA,179,3.934,Female,228600,1,0
23,1229,254,687,ROVER,232,5.1433,Male,305600,1,0
19,3461,634,2790,VOLVO,607,4.7569,Male,190800,1,0
27,1580,303,1066,JAGUAR,306,4.7071,Male,202700,1,0
20,4228,816,2389,PEUGEOT,844,3.525,Male,229100,1,0
29,2931,535,1954,VAUXHALL,506,3.2917,Female,224700,1,0
22,569,132,542,VOLVO,125,2.1875,Male,187500,1,0
26,1279,438,1276,HONDA,420,1.2404,Male,81300,1,1
44,1625,392,944,ROVER,347,1.5972,Male,68900,1,1
25,2054,495,835,OTHER,475,2.1538,Female,76900,1,1
34,1262,267,520,PROTON,259,1.6983,Male,72600,1,1
36,1808,384,807,MAZDA,383,1.8375,Female,74800,1,1
17,1220,275,800,AUDI,261,1.9181,Male,118800,1,1
7,4843,992,2223,FORD,932,3.0549,Male,101700,1,1
22,589,97,338,FORD,107,3.2639,Male,87500,1,1
24,1610,307,748,VOLVO,307,2.6591,Female,82800,1,1
43,2251,542,1479,Unknown,512,1.5676,Female,58200,1,1
23,2281,408,1164,FORD,420,3.5347,Female,101200,1,1
36,1216,240,647,RENAULT,228,2.6944,Female,75300,1,1
28,2213,390,1096,VOLVO,378,3.6923,Female,86900,1,1
40,3895,929,1782,HYUNDAI,910,1.3329,Female,78200,1,1
35,2072,385,1029,VAUXHALL,375,2.8512,Male,75600,1,1
43,1455,300,747,Unknown,279,2.7857,Female,104200,1,1
38,855,172,468,HYUNDAI,150,1.4091,Female,84400,1,1
24,5045,972,2220,ROVER,979,2.6792,Female,138900,1,1
17,785,155,417,VOLVO,136,2.3289,Male,58200,1,1
17,1712,307,963,FORD,329,3.9375,Male,148700,1,1
10,7949,1309,3176,HYUNDAI,1163,4.1099,Female,120100,1,1
23,1321,259,749,JAGUAR,222,1.655,Male,90100,1,1
9,4794,889,2162,VOLVO,865,3.1439,Male,103100,1,1
5,2614,433,1275,Unknown,411,3.4464,Female,122900,1,1
22,2195,489,1021,JAGUAR,460,1.4125,Female,66500,1,1
14,4773,1133,2101,TOYOTA,1072,1.7227,Female,105000,1,1
7,5178,1336,2557,MAZDA,1283,2.4079,Female,111400,1,1
13,3604,704,1598,BMW,670,2.4141,Male,78700,1,1
11,3896,886,1902,FORD,843,2.2905,Female,94200,1,1
10,2183,369,1061,HONDA,325,3.6853,Male,151600,1,1
5,6383,1206,2965,TOYOTA,1141,3.8103,Male,111100,1,1
2,1937,350,756,Unknown,274,3,Male,114200,1,1
19,1043,204,505,FORD,183,1.6033,Female,98800,1,1
20,3592,868,1865,RENAULT,781,2.0258,Female,64800,1,1
26,1435,234,544,VOLKSWAGEN,232,2.6705,Female,136700,1,1
21,2500,466,1428,Unknown,502,2.6513,Male,113300,1,1
13,2085,322,1077,BMW,333,5.2149,Female,146500,1,1
19,3753,761,1952,FORD,738,3.0954,Male,86500,1,1
28,1127,245,538,FORD,208,2.037,Female,72000,1,1
28,1427,304,692,SKODA,285,2.125,Female,80800,1,1
24,2068,346,951,VAUXHALL,332,3.9306,Female,85900,1,1
20,1750,352,834,ALFA ROMEO,340,2.485,Male,100600,1,1
18,4547,774,2269,FIAT,766,3.7896,Male,98100,1,1
16,2801,614,1695,HYUNDAI,563,1.9,Male,81600,1,1
12,3900,863,2145,TVR,864,1.9881,Female,85200,1,1
17,2280,453,976,CITROEN,434,2.71,Female,97800,1,1
31,431,90,231,FORD,78,2.184,Male,77300,1,1
18,2226,490,859,HYUNDAI,451,1.6821,Female,69400,1,1
26,2187,472,1339,LANDROVER,463,2.0395,Male,67900,1,1
16,2777,503,1432,TOYOTA,500,2.5592,Male,75900,1,1
15,2524,449,1374,VOLVO,467,3.3816,Female,93800,1,1
11,13714,2302,6511,FIAT,2267,3.5522,Female,100100,1,1
16,2247,502,1206,MAZDA,463,1.9946,Male,119200,1,1
23,2801,507,1318,VAUXHALL,454,3.5081,Male,116700,1,1
18,4026,718,1731,Unknown,705,3.35,Male,118400,1,1
21,2405,476,1197,ROVER,412,2.6488,Female,83100,1,1
22,2390,484,1131,BMW,452,2.1458,Male,84700,1,1
15,2532,458,1183,FORD,450,2.5417,Male,92200,1,1
23,2248,489,1132,RENAULT,444,1.6429,Female,80400,1,1
21,1774,370,875,ROVER,354,1.7422,Male,61500,1,1
32,3611,772,2060,FIAT,759,1.7427,Male,60600,1,1
36,1822,449,930,FORD,399,1.3801,Male,56600,1,1
28,1745,379,1011,VAUXHALL,370,2.0391,Male,59800,1,1
10,2281,444,1274,FORD,438,2.212,Male,65600,1,1
17,2786,559,1528,AUSTIN,517,2.0119,Female,75800,1,1
11,3664,647,1686,HYUNDAI,613,2.9338,Male,141600,1,1
16,2753,494,1414,VAUXHALL,459,3.8323,Male,128300,1,1
16,1141,220,563,ROVER,200,2.3287,Male,130700,1,1
15,2771,546,1423,FORD,505,3.6413,Male,108500,1,1
18,2879,578,1399,HYUNDAI,586,2.4036,Male,105400,1,1
18,1411,330,494,MERCEDES,227,1.4911,Male,75800,1,1
17,2255,416,1171,VOLKSWAGEN,411,2.875,Female,129800,1,1
14,2539,466,1271,FORD,438,3.9762,Female,138500,1,1
18,1633,243,750,HONDA,252,5.1585,Male,150800,1,1
23,2216,378,1006,MAZDA,338,4.559,Male,116800,1,1
10,1187,236,728,VAUXHALL,248,2.0469,Male,66800,1,1
25,2596,557,1536,ALFA ROMEO,549,2.0221,Male,60400,1,1
30,1270,365,840,FIAT,324,1.3904,Female,48100,1,1
21,2842,640,1658,NISSAN,608,1.9943,Male,59800,1,1
20,2858,612,1422,VAUXHALL,589,1.9657,Female,63000,1,1
26,2723,551,1326,FIAT,547,2.3594,Female,66000,1,1
32,1286,271,694,FORD,236,1.6579,Male,68500,1,1
14,2633,530,1324,MAZDA,513,2.2768,Female,78600,1,1
27,1804,321,782,VAUXHALL,300,3.5978,Female,80600,1,1
17,1429,265,692,HYUNDAI,245,2.8611,Male,98700,1,1
18,2102,377,1059,MG,384,3.0556,Male,95500,1,1
26,1833,422,939,VOLKSWAGEN,408,1.3571,Female,59000,1,1
17,1682,332,887,PROTON,316,1.8438,Male,76400,1,1
26,695,126,319,VAUXHALL,124,3.2788,Female,101600,1,1
30,2502,523,1296,FIAT,481,2.125,Female,66100,1,1
21,2333,514,1308,FORD,509,2.0899,Male,74800,1,1
18,1748,337,921,RENAULT,327,3.3315,Male,85400,1,1
16,994,185,495,DAEWOO,181,2.1875,Male,76400,1,1
16,3552,704,1801,FORD,658,2.1496,Female,97700,1,1
16,2734,501,1413,MAZDA,484,2.8085,Female,105700,1,1
12,3783,702,1970,VAUXHALL,639,3.3005,Female,98500,1,1
17,3019,578,1538,FORD,545,2.793,Female,76500,1,1
20,1182,250,512,RENAULT,210,1.7935,Female,74500,1,1
27,1540,315,883,VAUXHALL,321,2.8036,Male,93400,1,1
13,3013,486,1361,VOLVO,515,4.5357,Male,171200,1,1
22,2153,461,903,FORD,314,2.125,Female,123200,1,1
33,2149,498,631,MERCEDES,273,1.8816,Male,65800,1,1
18,754,161,247,VAUXHALL,107,2.2583,Male,78800,1,1
20,2701,573,892,VOLVO,358,2.7736,Female,107800,1,1
14,2721,627,1356,FIAT,468,3.0299,Female,73200,1,1
26,1183,276,513,ROVER,206,2.225,Female,52000,1,1
17,2816,639,1027,VAUXHALL,406,2.503,Female,65600,1,1
14,821,170,477,BMW,129,3.15,Female,87500,1,1
14,3099,519,1447,FORD,494,4.0132,Female,141200,1,1
17,3057,577,1497,VOLVO,556,3.5189,Male,101000,1,1
13,4581,881,1799,AUDI,734,2.2993,Male,99500,1,1
8,2411,463,786,FORD,297,2.1513,Male,80400,1,1
